010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AB-12,1,5
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AG-M6Z,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AG-M8Z,30,50
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AIB-8T,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AM-12Z,1,5
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AW-M6Z,20,40
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,AW-M8Z,30,50
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-10,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-10ET,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-12,2,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-12ET,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-5,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-6,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-8,20,30
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-8-S,2,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-M10,10,20
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-M12,30,50
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-M16,10,20
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-M6,10,20
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CB-M8,20,40
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-10,20,30
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-12,10,20
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-3,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-4,40,70
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-4-S,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-5,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-5-S,2,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-6,30,50
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-6ET,2,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-6-S,5,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-7,2,10
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-8,30,50
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-8-S,1,5
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-M10,20,40
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-M12,20,30
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-M16,20,30
010464,TIMKEN AURORA BEARING COMPANY,10,ALM MEXICO,AURORA,CG-M20,10,30
